stemming_data,sentiment_score,sentiment
serang timnas gagal trus bola buang main bahrain liut bunyi,0.0,Netral
dukung israel,0.0,Netral
wasit stress,-0.4215,Negatif
komentator alay,0.0,Netral
wasit turun abu jahal jamgan harap benar,0.0,Netral
ayo bangkit garuda ttep fokus mntap laga lawan china,0.0,Netral
bahrain gol tdk sah knp wasit stres pakai tindak lanjut fifa tambah menit ko fifa ga hitung ko hitung tu wasit ahmedalkaf wasit stress,-0.4215,Negatif
gol memalukanmerayakanpun gag semangatgol ksih,-0.34,Negatif
queen indo,0.0,Netral
lisensi wasit fifa kayak gin sih,0.0,Netral
lawan timur wasit dr timur gmn dahh,0.0,Netral
bola udh lewat garis extra time habis niup pluit wasit kocak,0.0,Netral
kek make trik thailand deh yg bawa pluit yg keras biar yg nyelesaiin tanding ga wasit,0.0,Netral
the bad refree in world cup,-0.5423,Negatif
timnas indo kalah tim kalah wasit,0.0,Netral
main dgn negara timur penuh drama lebay wasit curang melulu,0.0,Netral
jidat ny namapak kelkauan nya,0.0,Netral
wasit pintar matematika sampe kepala botak,0.0,Netral
banyak ngolor ngolor hasil nya ya gitu,0.0,Netral
wasit botak konnntull,0.0,Netral
cinta indonesia,0.0,Netral
wasit arab bnyk mafia nya,0.0,Netral
imbang aja udah bagus tau atur bola wasit salah nitizen main nya aja yg lebay,0.0,Netral
gak kuat liat gol sama duduk,0.0,Netral
laga m menit gratis bahrain gratis menit oke menit nyamain skor sumpah kecewa kesel wasit taek,0.1027,Positif
bahrain bang saaaaattt,0.0,Netral
kutuk bangsa arab,0.0,Netral
udah menit parkir bus aja sih bagus,0.0,Netral
tolong usut tuntas,0.0,Netral
teu ngarti kula mah tambah menit sampe ka menit bahkn menit karak beres maha sit,0.0,Netral
serang indonesia yng gagal aman bola menit uda mang bajing wasit,0.0,Netral
bahraon bilang gol cipta menit g mata mu bosokmenit g aja bahraon blm cetak gol asue bahren,0.0,Netral
rumput jis baru husus utk jamu bahrain leg wajib intimidasi tanding,0.0,Netral
bgst,0.0,Netral
sedih hati good luck rafael,0.7096,Positif
ngeselin,0.0,Netral
ayo tum pssi ditindaklanjuti tidak adil tim nasional,0.0,Netral
yeeuuu sengaja nunggu bahrain gol alias sama duduk skor tanding parah neraka nanti hatihati dosa lu,0.0,Netral
bahrain menang,0.0,Netral
wasit ppk,0.0,Netral
mulane pinter sitik olehe main,0.0,Netral
robbery,0.0,Netral
rafael hebring euy tendang jarak nya tsubasa,0.0,Netral
min rcti u g sih pas live streaming g ush bayar sekaliquot,0.0,Netral
malam malam d mna indonesia diam kecewa berat si botak panjul,0.0,Netral
mafia bangsa bangsa arab kuasa afc,0.0,Netral
putus rubah indonesia bnyak dukung seluruh dunia bahrain tanggung malu curang mutlak tol wasit jebak drama gulang guling main bahrain kaya anak ken cik tambah loh gol bahrain luar jam tanding tanding habis nyata indonesia angkat harkat martabat bahrain tanggung malu curang imbang tuan rumah gak malu apah ditayangin ditv media lo bahrain hehe,0.0,Netral
abang abang sayang kaka adik yuk boikot channel afc banned channel nya sekarangdemi harga indonesia,-0.4588,Negatif
yg lewat akanquotmembri peluang lawan,0.0,Netral
google map kasih bintang atu,0.0,Netral
info akun youtube nya bahrain gaes,0.0,Netral
bahan towel cari duit lg towel quotkalah jng alasanquot amat tp undang karna pasar jd antagonis,0.0,Netral
bagus garuda tdk kalah d main d wasityg catat serang witan tdk manfaat sempat golayoo semangat garuda,0.0,Netral
timnas menang sungguh tanding lawan bahrainbravo timnas,0.0,Netral
ajar yg ambilbesokquot bawa peluit masingklo tambah serempak tiup pluit tanda main selesai,0.0,Netral
tdk pro si wasit,0.0,Netral
semangat timnas indonesia hebat,0.0,Netral
wasite jancukk,0.0,Netral
salut komentator sellu ucapkn syukur alahamdullh,0.0,Netral
sty jk msh coba main dgn turun main lokal yg main kubur aza mimpi nya kecewa lihat strategi mu sty,0.2263,Positif
klo anak an bilang istilah quotgoal haramquot goal haram bahrain,0.0,Netral
jumpa jakarta tim nasional bahrain sambut sambut lupa umur hidup,0.0,Netral
curang haha,0.4588,Positif
laga pimpin firngaun,0.0,Netral
wasettt dajalll,0.0,Netral
jk dlm kondisi hrs nya sintayong tdk turun main lokal donk coba lihat blm bs dr tekan jgn main coba coba sty jk bnr lolos piala dunia,0.4215,Positif
wasit nya buta menit parah maluin lu bahrain,0.0,Netral
wasit setannnnnn,0.0,Netral
wasit anying,0.0,Netral
tanding sanggat ketat sayang wasit kaya taek ngak tambah wasit kayak taek wasit kaya taek taek,0.0,Netral
timnaturalisasi,0.0,Netral
salah alas kmp sy gk suka bola,-0.2732,Negatif
yg bikin kontro wasit om kasih utk bahrain cetak gol hindar menang perdana timnas,0.0,Netral
maju gentarr bela yg,0.0,Netral
bravo garuda,0.0,Netral
binataaaaaaaang wasit bbbbbaaabbbbii,0.0,Netral
wasittttt katrok wajib dihumum minimal gak wasit,0.0,Netral
sumpah kesel jg sedih nonton timnas malam kesel wasit yg berat belah rugi indonesia,0.0,Netral
indonesia vs wasit gilir udah sma lngsng tiup pluit panjag wasit nya butuh uang byr bangemok,0.0,Netral
main aja kayak main tarkam,0.0,Netral
gooll sama bahrain gooll haram,0.0,Netral
menangaku pribadi gak senangkarna main yg main main bayaranngomong bahasa indonesia aja belpotansekedar masukanpemerintah prioritas main lokalpemain lokal hebat,0.0,Netral
wasite asu pelontos huuuuuuu mek don mugo mugo wasite bongko amiin,0.0,Netral
nya molor,0.0,Netral
gk bogem wasit curang jadi pon aceh,0.0,Netral
untung main gbk bisabisa tragedi kanjuruhan part,0.0,Netral
wasit negara islam curang,0.0,Netral
sok sok an komunikasi anjg emang niat seri tanding selesai beda cerita kalo indonesia yg kalah ga tuh cerita tambah menit menit,0.5574,Positif
indonesiaaaaaa juaranyaaaaaaa ah kesel bgt gue miiinnnnn gegara si botakkkkk,0.0,Netral
negara timur main kotor wasit gak juara dunia asia maju jepang korea,0.0,Netral
pecat wasit gelo,0.0,Netral
pribadi mending pake main lokal asli produk indonesiabiar kalahtpi banggaini pake main naturalisasi kalahbahrain kalah main lokal indonesiamending uang naturalisasi kasih main lokal ajabiar main lokal hidup lbih sejahtera semngat,0.0,Netral
haruse wassit hajar kayk wasit pon kemarin,0.0,Netral
msi terima hasil mohon pssi usut tuntas putus wasit kontroversi yg henti tanding sda henti kali bola mati tambah,0.0,Netral
info ig wasit min rctientertainment,0.0,Netral
malu in anjirr bahrain bisa nya idihhitu kalo indonesia yg gitu gw malu njirr malu in negara bahrain emang fakta,0.0,Netral
maaf indonesia hambat,0.0,Netral
marten paes baik,0.0,Netral
udh ngorbanin uang rakyat naturalisasi main luarmalah malu bahrainsangat prihatin,0.0,Netral
dukung bahrain bangga hasil tim nya,0.0,Netral
wasit timur ga satu yg becus jahanam jahiliyah jaddab,0.0,Netral
moga ajar jgn kendor pluit bunyi,0.0,Netral
mafia,0.0,Netral
tambah menit lebih wkwkwk,0.0,Netral
kalah malu,0.0,Netral
semalem tidur pas liat highligth nya miris jg yach ko peluit tanding ga tiup tp proud timnas keren semangat eforia be humble we still got the gameindonesiaaaaa,0.4767,Positif
timnas indonesia penuh perjuangansangat wajar kalo marah putus jurimarten paes mainnyabegitu bantu jaga gawang nya topbegitu pegang bolaindonesia tahan bagusterimakasih timnas indonesia juang maksimal,0.0,Netral
mohon hecker indo hadap curang tolong kitas halang bodoh,0.0,Netral
wasit bina binasakannnn,0.0,Netral
mafia fiotbal,0.0,Netral
kecewa kecewa putus wasit lebih tambahantapi ajar jgn smpai lengah pdhal sdikit aja indonesia parkir bus mngkin menangbahkan peluang yg cetak gol sia sia witan nathanutk bantai mreka gbk,0.0,Netral
orang kepala botak d dunia sepakbola aga laen,0.0,Netral
udah lanjut,0.0,Netral
sungguh nang pas liat bahrain sama kedudukankenapa sepak bola bangsa noda putus putus kontroversialsalah bangsa coba sebut,0.0,Netral
wasit hasil bayar kamprettt,0.0,Netral
geblekk nepika menit kitu,0.0,Netral
afc mafia ketua afc wasit udah dapet amplop,0.0,Netral
indonesia eropa,0.0,Netral
kecewa d dholimi wasit kecewa wasit mengobokquot timnas jgn hny ungkapkkan aja berontak gruduk wasit beejuang utk menang klu d main wasit ajaquotkesabaran batas,0.0,Netral
maling,0.0,Netral
wasit yg mimpin jepang vs arab saudi ga pengaruh acting main arab saudi,0.0,Netral
fiks goalnya bahrain offside guys harusnga wasit tutup mata,0.0,Netral
habis wasit curang,0.0,Netral
wasit curang pssi banding protes keras afcfifa harap indonesia lolos piala dunia,0.0,Netral
tambah ya adik adik,0.0,Netral
ayo yg aku dukun santet coba tunjuk existensi percaya santet wasit kapok ,0.0,Netral
weh lihat nadeo kiper indonesia cadang kiper coba ulangin rekam tengkar nadeo misahin,0.0,Netral
why wasit oh my god,0.2732,Positif
tenang kawan menang wasit adil,0.0,Netral
jempol indonesia,0.0,Netral
kemaren bahren kena sanksi garaquot leser peluit hrsnya kena sanksi udh msh aja botak,0.0,Netral
pimpin lapang yg pers,0.0,Netral
hrusnya menit tambah menit,0.0,Netral
afc arabian federation corruption,0.0,Netral
bharain rampok,0.0,Netral
pas bahrain tandang gbk spanduk iniii ayoo anarkis spanduk indonesia vs bahrain referee bahrain without referee is nothing bawa duit main dolar kipas pake duit stadion gassss garudaaku,0.0,Netral
ide brilian no,-0.296,Negatif
siap komandan ultras garuda janganlupa hadir ramai gbk yaa,0.0,Netral
up tuju,0.0,Netral
afc wasit curang rugi indonesiaafc wasit atur skorbuktinya dipertandinganayo fifa point indonesia tanding,0.0,Netral
petinggi main bahrain neng banget ya lupa negara arab tanggung jawab akhirat moga dunia jg ad balas allah aminallah ga tidur allah maha allah maha adil,0.0,Netral
semangat tim garuda terbang luka antar harap rakyat indonesia nya wasit nya anak kampang,0.0,Netral
bahrain main kotor,0.0,Netral
mafia wasitsuap,0.0,Netral
kotor gitu aahaaha,0.0,Netral
untung bahrain nyamain gol klu sj bahrain gk nyamain gol malam blm jg tiup pluit ma si onta,0.0,Netral
tonton gak smackdown wasit botak,0.0,Netral
wasit sd ra lulus,0.0,Netral
yessss indonesiaindonesia win,0.5859,Positif
yg main tim timur wasit usbek korut kirgiztan pokok yg group,0.0,Netral
rafa is the best goal,0.6369,Positif
indonesia udh ga tanding lg asia tenggara,0.0,Netral
wasit gak liat,0.0,Netral
menang mata,0.0,Netral
gol padahal tambah main sepak bola main uang wasit timur lawak,0.0,Netral
wasit berat sebelahhrus protes dah hrus protes,0.0,Netral
huuu wasit curang,0.0,Netral
om football assoation must be able to educate referees bad referees like this should be made international referees dont embarrass representatives from middle eastern countries,-0.0289,Negatif
kiper timnas indonesia dah keren bgtasli salut,0.0,Netral
untung bahrain cetak gol kalo injury time jam,-0.4215,Negatif
terbang garuda ku,0.0,Netral
wasit rusak rusak,0.0,Netral
semangattt timnas indonesia bangga,0.0,Netral
untung aja goal klu ga goal balas main pagi,0.0,Netral
masyarakat bahrain malu timnas firaun,0.0,Netral
menit nya peluit,0.0,Netral
hikmah smuanya tinggal tahan jepang australia sisa menang tanding laga kandang,0.0,Netral
masihh tanding maksimal,0.0,Netral
bota biada,0.0,Netral
bola nya remote nya curang,0.0,Netral
lu tau singkat wasit bobby,0.0,Netral
kasih tiket piala dunia bahrain ajakasian udah modal,0.0,Netral
khotib jamash sholat jumat terdzolimi sekaliyan nabi lahir timur sana iblis dajjal dajjal liar ya wasit malam iblis dajjal kasat mata,-0.5106,Negatif
wasit kayak siram miyak bahrain,0.0,Netral
kocak nih wasit gk lulus uji matematika yg kocak main timnas langgar freekick milik bahrainhahaha cipol nih wasit,0.0,Netral
wasit kafirr,0.0,Netral
layak menang,0.0,Netral
ulang wasit botak licik,0.0,Netral
sibotak licikk cuihhh,0.0,Netral
wasit berat belah,0.0,Netral
gile lo ndro udh lebih extra time,0.0,Netral
udah main akamsi kasih panggung kasih panggung demam panggung cocok lawan malaysia thailand biar main naturalisasi main sejarah masuk pildun,0.0,Netral
indonesia vs wasit,0.0,Netral
gentar indonesia,0.0,Netral
wasit ko mlh selebrasihmm menit nya mlh nambah hadehhh,0.0,Netral
kiamat anggap indonesia menang,0.0,Netral
y klu prmainan nya tim yk bagus prtahananya bagus bagus,0.0,Netral
internasional tdk indonesia muncul ajang gengsi tingkat dunia karna indonesia pringkat dunia nya,0.0,Netral
ingetin bahrain serang israel indonesia jgan bantu bentuk apa,0.0,Netral
abis china yg bantai timnas jdi lampias main krna curang bahrain,0.0,Netral
semangat garudakukami bangga pada,0.0,Netral
passingnya witan sulaiman menit sungguh geli main timnas passingnya buruk tarkam,0.0,Netral
menit mebagongkan,0.0,Netral
bahrain bangga menang wasit,0.0,Netral
the real winner on the last night match was indonesia the th minutes goal is illegal in the world,0.0516,Positif
serang witan ah ya,0.0,Netral
habis,0.0,Netral
japankorea australiasudah alami jadi iniayo indonesia kuat,0.0,Netral
internasional tdk indonesia jaya level internasional,0.0,Netral
kontroversi muluuu aaargh malas main bolah mah oi,0.0,Netral
emang nya klw menang curang bangga yg maluin negara amp bangsa kocak timnas bahraim salut timnas indonesia langsung bukti kelas dunia cuask negara pingin menang curang udh aja bikin piala sekala wkwkw kocak kocak,0.0,Netral
mafia afc yg negara arab bukti wasit botak adil menit habis diprittttt ujung nya dpt bola mati ujung goal goal offside trus guna var ahmed xolntol,0.0,Netral
kereen oratmangun,0.0,Netral
wkkwkwkwkwkw mantap bahrain,0.0,Netral
main kandang onta lucu mimpin kandang onta,0.0,Netral
tambah hnya menitgoalnya bahrain menit d sah si botakbotak gila,0.0,Netral
hufttttt,0.0,Netral
orang yg studio treak girang pas gol rafael banget,0.0,Netral
wasit nya bagus,0.0,Netral
seni sepak bola penggamar bersiteru mana yg orang netral g biar tim lemah menang jujur,0.0,Netral
momen udah selesai loh lempar dalam counter attack witan,-0.4767,Negatif
kening hitam taat agama bukti uang kalah wkwkwk,0.0,Netral
udah wasit oknum mafia yg main nih kwkw kentara banget bahrain kasih napas yg bnyak bayangin mnt oh ksh,0.0,Netral
palestina bahrain bahrain,0.0,Netral
ksel enek smpe g tdurkmnangan klah wasitt mapia,0.0,Netral
what the hell,-0.6808,Negatif
moga allah ampun dosa wasit bahrain vs indonesia lapang kubur terima amal baik aamiin,0.0,Netral
smngt,0.0,Netral
main indo mayat tu wasit,0.0,Netral
jeans raven panggil,0.0,Netral
putus wasit rugi tim garuda benah tim garuda hilang bola stamina yg kedodoran bravo garuda,0.296,Positif
wasit nya licik,0.0,Netral
wakti tambah tp lewat hadeh,0.0,Netral
pssi pal erik usul fifa depan fifa baik regulasi tanding utama dunia wasit lagaquot helat fifa inidimana wasit hakim garis ambil benua eropa amerikakecuali helat afc negaraquot asia wasit nya asia sungguh fifa antisipasi hikmah alami timnas indonesia ajar bergarga fifa sejaligus mengantisipasihalquot alami timnas indonesia bahrain vs indonesiabagi timnas ayo bangkit dukung kajadian mata dunia kecuranganquot ulah sang adil sang pecundangini kuota negara benua asia negaraquot asia barat buat presiden afc merekaquot maaf klu salahini ajar harga fifa dunia wasit cabor sepakbola internasional sangatquot malu mecoreng sepakbola asia bawah afcujungquotnya cinta bola fifa baharu dunia wasitsepertinya atur fifa usul thierry henry poin tambah tim cetak gol tim tendang bebas lawan membuangbuang ganti main jelas wasit tanding tambah wasit benua helat benua netral eropa amerikabravo timnas indonesia timnas god blass timnas ,0.2732,Positif
emg d ting kaya bnr komentator d sentuh langsung jatuh,0.0,Netral
tenang italy abis kerja wasit pildun juara dunia timbal positif yg serta timnas jodoh piala dunia curang ,0.0,Netral
lakok,0.0,Netral
witan ambisi,0.0,Netral
takut ya kalo indonesia terbang,0.0,Netral
apa hasil bangga kor imbang tim lawan hebat penuh tik,0.0,Netral
wasit nya bodoh banget sih,0.0,Netral
kalah dukung indonesia protes wasit laku adil lapang,0.0,Netral
wasittttnya botoll botolll,0.0,Netral
dikirain sinarin laser,0.0,Netral
bangga garuda indonesia,0.0,Netral
matematika yg indonesia,0.0,Netral
maap kak semalem bener gk nonton wasit curang curang mana yaa yg,0.0,Netral
tu bang,0.0,Netral
wasit ga ngitung,0.0,Netral
lidyasasmitha gagal tidur nyenyak guys,0.0,Netral
liat menit udah liat banget sengaja dilanjutbukannya habis out,0.0,Netral
main kadang priksa wasit saldo masuk rekening,0.0,Netral
org indonesia negara arab pandang rendah orang arab indonesia laku bak dewa bawa kunci surga sadar amp bangkit bangsa indonesiabahwa sama,0.0,Netral
waduhhh full naturalisasi rip indo pride,0.34,Positif
bahrain curang aje tetep gk bs menang timnas pemainbahrain main wasit hakim garis jd main,0.0,Netral
indonesia menang sejati ny afc mafia,0.0,Netral
indonesia tanding sampk esok mas ikhlas,0.0,Netral
allah tidur moga timnas mujur,0.0,Netral
wasit anyiiiiiiing bgt,0.0,Netral
injury time yg over offside yg protes afc,-0.4215,Negatif
main indonesia mudah baca lawan bukti stiap bola arah lawan tekan bola tdk leluasa bawa indonesia je depanini yg rubah sisitim oper cepat bola nya jngn kakidn pisik kuat mlbihi dr menitsmoga depan maknin jaya capai ronde target lebih wktu,0.0,Netral
indonesia zolimi,0.0,Netral
gk percaya sih,0.0,Netral
skrg udah tau karakter orang arab kyk gimana playing victim sakit penuh drama suka pasang kondisi disakitidizolimi manja dll,-0.0772,Negatif
semangat coach sty moga indonesia main lawan china selasa tanggal oktober,0.0,Netral
wasite bayar kui,0.0,Netral
pssi lapor fifa afc percumabagaimana tanding tanding wasit negara arab teluk pimpin tanding negara arab teluk main negara non arab teluk wasit negara arab teluk,0.0,Netral
tinggal panjang main asai aja bola main normal pakai pikir,0.0,Netral
tol kayak wasit,0.0,Netral
laga kandang timnas indonesia main sprti indonesia kalah percaya,0.0,Netral
nih supporternya indonesia dibahrain tdk sperti arab saudi krn dibahrainya tki tdk arab,0.0,Netral
main indonesia hebat,0.0,Netral
ga fear dunia pesepakbola bola kek sampah,-0.4939,Negatif
tambah wkt menit sehrs nya menit udh hbs tp sampe menit blm hbs jg brarti wasit nya ga bereswasit ky gin semg kena struk,0.0,Netral
panjang menit wasit y ol,0.0,Netral
just info mohon baca wasit om wasit federasi asia barat wasit wakil presiden fifa bahrain jabat ketua federasi asia barat skor rubah pssi layang protes keras fifa salah atur ahmed al kaf kena protes kontroversi lolos hadap fifa miris yg jegal king indo maju info atas valid chek,0.0,Netral
gg,0.296,Positif
indonesia cetak gol menit a href,0.0,Netral
ngalahin indo aja bantu wasitbahrainquotkalau gaada wasit kasi sekali,0.0,Netral
bahrain badut,0.0,Netral
balas gbk,0.0,Netral
semangat timnas,0.0,Netral
gk bayang sakitnyakehilangan poin gk ranking fifa,0.0,Netral
dendam indonesia bahrain plus wasit,0.0,Netral
woi wasit curang bilang menit menit sial kalah indonesia sih indonesia kalah,0.0,Netral
wasit nya gak kasih makan minggu,0.0,Netral
pecat wasitnyeeee,0.0,Netral
gol nahrain kaya ofside jd gak var,0.0,Netral
indonesia im comeback tpi sayank si botak gk tiup pluit menit emng dri ni wasit dh kgk bener si,0.0,Netral
klo indo abis ni wasit sma main bahrain,0.0,Netral
bahrain arab gak lolos doainindonesia vs wasit,0.0,Netral
wasit nya ngeri,0.0,Netral
wasit nya kagak ngitung anjimmmmmm,0.0,Netral
sedih marah kecewa dg kputusan wasitnyata main menit udah selesai bola out kali kali knpa gak tiup peluitnyaklo tanding kelas agenda fifa mending bubarin aja main bola politik bola timur,0.0,Netral
negara arab,0.0,Netral
wasit ahmed rampok,0.0,Netral
tambah ampe team qatar ngegolin tanding abislolmoney talk,0.0,Netral
laga tarkam cocok sih wasit wasit curang langsung kena slam olahraga,-0.3818,Negatif
wasitttttt hideung,0.0,Netral
malu bahren klo kalah seh seh ny,0.0,Netral
belanda imbang lawan bahrain,0.0,Netral
panitia laksana sih wasit qatar arab bela arabseharusnya wasit jepang korea iran non arab telukkalau indonesia menang,0.0,Netral
sy nonton pertandingansangat klo wasit nya berat sbelah main bahrain yg suka guling gk wasit nya kecewa tambah yg menit bisa nya jdi menit tunggu pwmain bahrai nytak gol bru niup pluit wasit kamt,0.0,Netral
tunggu aja tandang indonesia kau bahrain,0.0,Netral
wasitwasitwasitwasitcurangggggg tambah menit knapa menit,0.0,Netral
timur unggul drama guling lainyatp skor tinggal jarang drama guling,0.0,Netral
bahrain dzholim negara islam kau main dosa,0.0,Netral
wasit jahanam,0.0,Netral
cheating is halal in bahrain football,-0.5574,Negatif
babak sampae menit,0.0,Netral
menang indonesia rampok wasitbiadab,0.0,Netral
fifa gmn sih ko diem aja,0.0,Netral
wasit curang tambah menit menit,0.0,Netral
moga presiden fifa baca komenquot tolong pecat wasit item buat curang rugi timnas indonesia suporter setia timnas kecewa dgn wasit injuri time lewat batas yg ditentukansy wasit hitam bodoh tlh buat curang tanggung adil akhirat yah wasit brengsek,0.0,Netral
mata dunia curang wasit ironis tolak belakng ya wasit asean lihat wasit timur bantu negara timur wasit asean sikut negara asean contoh kayak si shivakorn puudhimtha mainset nya lawan warga timur,0.0,Netral
gapapa hancur semangat garuda,0.0,Netral
mafia bola,0.0,Netral
bangga wasit kontroversial kali lawan tim timur aja takut kalah wasit jd man of the match lawan china menang,0.0,Netral
varnya manaaaaaaaakok gk pake var aneh,0.0,Netral
wasit curang menit menit,0.0,Netral
dipakek wasit kayak gitu,0.0,Netral
team garuda,0.0,Netral
kaum jahiliyahmental uangdan suapdarah jahiliyah,0.0,Netral
gol indonesia d cek var gol bahrain k engga d cek var,0.0,Netral
fungsi fifa,0.0,Netral
klo tolong tolong donk mun bikin rangkum putus wasit yg rugi kenang,0.0,Netral
ken cabik cabik si botak wasit,0.0,Netral
butuh wasit pon aceh,0.0,Netral
indonesia zolimi wasit botak bahrain gol nya off side dgn bonus bahrain,0.5423,Positif
harga aturanya main timnas kru ngk salamin main bahrai wasit,0.0,Netral
tambahannama wasit ahmed al kafjika cari sila kawan kawan,0.0,Netral
lapor fifa nih wasit gebleggggggggggggg,0.0,Netral
gak iklhas timnasku diginikan,0.0,Netral
wkwkwk wasit om wasit bodoh ngitung jam,0.0,Netral
ketua pssi tolong usut kait pro kontra putus wasit yg kubu tuan rumah bahrain pasal pandang aspek yg rugi indonesia tambah yg sesuai gol bahrain offside lihat vaar offside sundul dri org org yg cetak gol offside maaf sblumnya adil pimpin wasit om mohon usut ketua pssi salam semangat timnas indonesia,0.0,Netral
bentangkan spanduk jamu bahrain,0.0,Netral
haizzz,0.0,Netral
curang garuda lolos piala dunia,0.0,Netral
wasit na hareeng,0.0,Netral
yg sabar ya,0.0,Netral
keren brosemangat timnas,0.0,Netral
tanda in wasit botak klo k indonesia,0.0,Netral
terbang la garuda ku,0.0,Netral
tanding inin indonesia menang tambah lebih menit faktor skenario yg rugi indonesia main timnas tambah jegal kaki memfaatkan skenario sakit timnas sportif laku proses menang milik timnas indonesia,0.0,Netral
menang rampok wasit musuh timnas wasit curang,0.0,Netral
the real king drama qotor,0.0,Netral
wasit presiden fifa,0.0,Netral
imbang kalah wasit nya haduh bahrain cetak gol lanjut bahrain udah cetak gol pluit kocak kali,0.0,Netral
peluangtapi kalah indo undang emosi cinta bola tanah air duniakita untung imbangaustralia kalah kandang,0.0,Netral
si wasit butakelilipanatau lain tambah menit menit tonton tanding langsung peringatin wasit,0.0,Netral
bahrain qatar main ama main,0.0,Netral
mesti wasit tiup peluit tanda tanding,0.0,Netral
semangat garuda kita tau yg halang kitaaaangkat kepala kalianayo majuuuuuu,0.0,Netral
wasit nafas peluit bunyi wasit kocak,0.0,Netral
goal wasit be like goal selesai tanding gaji ngopi ketemu anak istri happy ending,0.7351,Positif
timnas indonesia curang wasit fifa tanggap curang,0.0,Netral
protes karna wasit ga bunyiin pluit iya karna gol coba kalo ga gol diem,0.0,Netral
gol indonesia cek vargol bahrain cek rekening,0.0,Netral
indonesia kualitas udah kelas timnas raksasa asia,0.0,Netral
ga wasit curang tanding imbang bahrain main nya bagus indo bagus,0.0,Netral
wasit na kudu anulir,0.0,Netral
simpul indonesia negara takutin negara negara asia tau sang garuda bangun tidur saking takut halal tidur nya sayang kali bangun garuda pantang tidur tinggal tunggu sang garuda bentang sayap dunia tau hebat kuat kuasa asia,0.0,Netral
bahrain bantu wasit ga apaquotnyamnyala timnas ku,0.0,Netral
hasil quotseriquot quotkita menangquot moga motifasi bibitbibit main sepakbola indonesia kalah quotwasitquot,0.0,Netral
moga fifa muke gileeee loe taxxxx,0.0,Netral
a href nya sdh,0.0,Netral
males gw ama wasit mending sitorik,0.0,Netral
wasit kacau tambah menit menit,0.0,Netral
bola kali momen wkwkwk,0.0,Netral
nunggu goal bahrain,0.0,Netral
hajar indo,0.0,Netral
wasit tiup peluit bahrain cetak golsungguh aneh,0.0,Netral
obset su kitok ceto orang,0.0,Netral
bangga timnas,0.0,Netral
wasit layak pecat,0.0,Netral
witan buang aja,0.0,Netral
wasit ceble,0.0,Netral
kali tambah menit menit bola kali bolak kubu peluit ending bunyi,0.0,Netral
draw kalah tapo kalah tau,0.0,Netral
apa hasil wasit bangke,0.0,Netral
wasit kmtttttooooll tambah sampe menit,0.0,Netral
suporter liga aja bikin tragedi arema vs baya gimana kalo suporter indonesia sabang merauke protes lapang gak bayang sih bahrain hati hati suporter timnas indonesia kena mental,0.0,Netral
kasih salam olahraga kayak pon xii,0.0,Netral
bikin lagu digbk enamsama putus presiden fifa pake lirik menang kalah seri,0.0,Netral
jepang poin dongg aja,0.0,Netral
wasit aamp indo was literally robbed,0.0,Netral
ku,0.0,Netral
si witan knapa lawan salah ambil keputusanknpa gk cepet cepet kasih bolamalah bawa udah tutup ruang oper uudah killing the gamemain nya,-0.6597,Negatif
kalo curang bgini lgi kali hajar dgn mental menang biar curang ga menang,0.0,Netral
ganyang wasit,0.0,Netral
wasit rampok,0.0,Netral
wasit t,0.0,Netral
match gw lupa tpi beda nya menit jdi tambah menit wasit niup peluit menit klarifikasi wasit nya jam yg pke dgn jam yg beda jam wasit peluit menit hrs klarifikasi wasit sih klo bener money yg main ya bahrain nya diskualifikasi,0.0,Netral
sayang indonesia sdh depan mata menang tp gagal samping wasit yg tdk adil amp kotor dg lebih tambah shg indonesia masuk tp main indonesia dg tinggal bbrp menit tdk pintar main ulur ulur dg bola asai lama sah gaya main jatuh sakitmees hilger amp eliano tdk main yg bagus bbrp kali mees hilger langgar main lawan shg lawan tendang bebas termsk gol bahraineliano tdk cocok main sbg bek kanan badan tdk bagus main gelandang serang lbh eliano marselino,0.0,Netral
siroil money sir ,0.0,Netral
goal indonesia sllu nunggu cek var kalo bahrain gk satu cek var indonesia vs bahrain indonesia vs wasit,0.0,Netral
tembus menit sulit,0.0,Netral
wasitt asuuuulek,0.0,Netral
wasit predator,0.0,Netral
wasit asuuuuu,0.0,Netral
wasit kabar,0.0,Netral
asuuu,0.0,Netral
cetak gol,0.0,Netral
anjir emang nich wasit yg langgar yg habis biara panjang offsite tdk cek var asli langgar inodnesia protes fifa,0.0,Netral
orang bule,0.0,Netral
udah selsai main,0.0,Netral
tenang jaga kompak tim semangat garuda,0.0,Netral
menang duwetttt lawan,0.0,Netral
kalkulasi henti panjang menit,0.0,Netral
nuansa adu domba elite globalutk kurang simpati muslim indonesia bantai kelompok elite global negara muslim timur tengahkhususnya palestinaskor sngat bagusdaripada,0.0,Netral
wasit ko kopet dinggo,0.0,Netral
peringkat ,0.0,Netral
perhati match kali penalty checking main bahrain gulingguling kotak penalty langgar pocong arab,-0.7184,Negatif
kali main sepak bola menit menit menit untung timnas indonesia ajar otot kawat balong wesi,0.0,Netral
sepak bola bersih terangterangan kotor,0.0,Netral
moga nnti lawan china timnas move on jadi bahrain menang telak,0.0,Netral
sok main neng indonesia insya allah tim indonesia menang neg jujur,0.3182,Positif
takut kah indonesia mata bahrain sampaiquot wasit curang yg mengakitbatkan rugi timnas indonesia,0.0,Netral
