publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-12T13:57:31Z,@JeniKeytimu,Salam hormat salam persaudaraan semoga bermanfaat dan sehat selalu Tuhan memberkati Aamiin 🇮🇩🇮🇩♥️♥️♥️👏👏👏,0
2024-10-12T13:57:10Z,@fmsomnia8493,"Seandainya kondisinya dibalik, posisi Bahrain unggul 2-1 saya yakin wasit akan meniup peluit akhir diwaktu yang tepat atau tidak jauh dari menit ke-96.",0
2024-10-12T13:56:17Z,@saepulabidin6936,Harusnya bener itu offside no 9,0
2024-10-12T13:56:06Z,@Iswanto-o6y,Waktu udh hbis...wasit curang,0
2024-10-12T13:52:01Z,@bm_crew_channel,Permainan sepak bola  apa ini memalukan...kalau sudah selesai ya selesai sesuai tambahan waktu....kalah ya kalah kok gitu ya manusia apa bukan tuh,0
2024-10-12T13:51:52Z,@dendyalamsyah7424,apus aja bang bikin kesel doang,0
2024-10-12T13:50:32Z,@BapakMunawar-x3i,"Memang sangat kesal rasanya,kemasukan gol dengan cara seperti itu, namun saat tendangan sudut masih banyak pemain yg kurang fokus pressing lawan dan jaga pertahanan ...padahal itu pas genting2nya",0
2024-10-12T13:50:02Z,@reza16imamdesign,Wasit tel ek..,0
2024-10-12T13:49:50Z,@viralchannel68,AFC MAFIA,0
2024-10-12T13:49:15Z,@ajiijoyja208,11atlet vs 11pemain drama + 1ekor wasit 😤,0
2024-10-12T13:47:44Z,@amano3508,Negara timur Tengah memang begitu,0
2024-10-12T13:45:27Z,@muhamadsohirin6055,Mudah mudahan wasitnya di azab,0
2024-10-12T13:45:26Z,@Fajarofisial,"indonesia lawan negara arab kenapa wasitnya dari arab jg, Kenapa ya indonesia ketemunya wasit&quot; kontrofersi.",0
2024-10-12T13:45:12Z,@SamaniSam-j2v,Curang wasit,0
2024-10-12T13:43:03Z,@Sarada110,"<a href=""https://www.youtube.com/watch?v=h2Rs6u41nIg&amp;t=240"">4:00</a>",0
2024-10-12T13:42:59Z,@saepulabidin6936,Babak pertama aja tambahan waktu nya ngga sesuai.. 9 menit juga dasar Botak biadab.,0
2024-10-12T13:41:44Z,@dhaniameong1170,"harus nya Indonesia bisa menahan skor sampai titik darah terahir peluit timur di tiupkan, barulah aku bangga dan mengakui Indonesia king 👑",1
2024-10-12T13:41:32Z,@bangsyarkoni9045,astaghr<br>firull ahall azhiim ta allah mno di curangi pulok dr wasit,0
2024-10-12T13:33:45Z,@AlexKurnia-wv1ys,Wasit pantek.,1
2024-10-12T13:33:39Z,@FitraSetiawan-t5d,"Wasit kuncul <a href=""https://www.youtube.com/watch?v=h2Rs6u41nIg&amp;t=1070"">17:50</a>",1
2024-10-12T13:32:49Z,@adipleto4300,Terbaik,0
2024-10-12T13:31:45Z,@tommyaryanto6513,Man of the match Ahmed al kaf from OMAN🇴🇲,0
2024-10-12T13:31:35Z,@muhammadalfi7606,"Bahkan bahrainpun  untuk ngimbangin Indonesia sekarang butuh nempatin orangnya jadi ketum AFC dulu😁😁,, misi yg membagongkan emang negara2 wan abud",0
2024-10-12T13:26:55Z,@InayahAtifha-pm5ws,"Wasit setan, waktunya SDH lewat 2menit, belum dia hentikan pertandingan, kalau Bahrain belum masukkan bola, dia akan tetap lanjutkan terus pertandingan.",0
2024-10-12T13:26:22Z,@shofurarahmah2615,Rewatch lagi demi liat goal perdanamya struick,0
2024-10-12T13:24:19Z,@Horor24,Tuan rmh yg memalukan,0
2024-10-12T13:20:07Z,@ampunmandeh7130,Ya Allah wasit...<br>Itu udah lebih 6 menit loo woiii...<br>Botak sialan...<br>Hampir 100 menit Lo...<br>😢😢,0
2024-10-12T13:18:32Z,@BisriMustofa-q9g,Bahrain curang harusnya Indonesia menang,0
2024-10-12T13:17:42Z,@Virzaputricantik-ej2jx,aafirisidkwioa🇲🇨🇲🇨🇲🇨,0
2024-10-12T13:14:57Z,@ikhwan_batam94,MEMALUKAN,0
2024-10-12T13:12:59Z,@RahelApril-t8t,Wasit nya curang,1
2024-10-12T13:11:28Z,@KrisnaKrisna-ts5bz,"Iyya manusiawi tetap kecewa dg pengadil lapangan,.meski sdh trlanjur,, Protes tetap wajib dilayangkan ke FIFA...masa TDK ada reaksi dg fakta yg ada....Tetap fokus lawan chinaa.....Garuda pasti BS melibas Bahrain di jkartaaaaa🔥🔥🔥🔥",0
2024-10-12T13:09:06Z,@CERITAKUBARENG,Kecurangan yang nyata ... pengaturan skor oleh wasit yg nyata,0
2024-10-12T13:09:04Z,@martinjob4944,I love indonesia ❤,0
2024-10-12T13:04:18Z,@happygames18,"Akan kami kawal timnas,,",0
2024-10-12T13:00:43Z,@rovy212,Komen&quot; di AFC ramaikan 90+6=99😂😂😂😂,0
2024-10-12T12:59:02Z,@Nakihermawan2,WOW,0
2024-10-12T12:54:15Z,@alikadewi9634,Harusnya pas 97...itu sudah peluit karena bola sudah aman pas serangan balik,0
2024-10-12T12:52:34Z,@temals832,indonesia emang slalu di gembosi wasit2 timur tengah...bukan se kli 2x...,0
2024-10-12T12:51:17Z,@sfx77,"BIKIN SPANDUK NNTI BAHRAIN KE GBK ,,TULISIN 90+6 = 99",0
2024-10-12T12:48:53Z,@MaestroSemu,Pmaen lokal lom selevel deh bisa terlihat pas mreka masuk di babak ke 2 langsung mrusak irama prmainan tim,0
2024-10-12T12:48:43Z,@yordaebila1146,kita imbang brasa kalah. mreka imbang udah bangga. kelihat kita BEDA KELAS !!,0
2024-10-12T12:45:46Z,@junakeyboard46,Lupakan sejenak kekecewan kita pada si wasit botak Haram jadah....kini saatnya kita gaungkan PSSI dan ketum kita pak erick thohir di seluruh media sosial sampai dunia sepak bola   tau siapa INDONESIA <br># PSSI # erick thohir # INDONESIA,0
2024-10-12T12:40:42Z,@DewiSartika-yl6to,90+6=99,0
2024-10-12T12:39:50Z,@onicid2754,Baru kali ini lihat wasit ikut selebrasi,0
2024-10-12T12:37:59Z,@erhyah2329,Curang,0
2024-10-12T12:37:15Z,@thi_ief,Bener&quot; gak mood ngapa ngapain sampe sekarang *cry... MY TIMNAS deserve better❤‍🩹💝,0
2024-10-12T12:34:49Z,@Iinsartika-q5f,Real,0
2024-10-12T12:34:07Z,@eas5169,"Konoha negara dunia ke 3, melawan negara kaya, negara habaib pula, wasitnya habaib. Inilah keadilan yg pantas bagi konoha dimata dunia internasional. <br>PANDANGAN DUNIA INTERNASIONAL TERHADAP KONOHQ;<br>1. Sangat tunduk pada islqm<br>2. Sangat tunduk pada habab<br>3. Budaya memaklumi, yg kaya menang, yg kaya pasti benar.<br>Ciri2 seperti ini adalah karateristik BUDAK. Jadi ga usah heran jika konoha diperlakukan seperti ini....😂😂😂",0
2024-10-12T12:32:41Z,@indrazaya6144,Muka wasit nya itu yg di benci allah .,0
2024-10-12T12:32:02Z,@bagusinfan,90 + 6 berapa sih,0
2024-10-12T12:32:30Z,@dzakigaming923,99,1
2024-10-12T12:27:03Z,@rifqiikok5326,Salah tuda milih wasit teh. Wasit ti Oman. Masih keneh deket jeng Bahrain Timur Tengah. Kuduna wasit nu netral mah ti Jepang atw Korea. Sakitu ti kami mah,0
2024-10-12T12:26:07Z,@rochmanchanel3464,Kalau lihat pertandingan ini sedih lagi rasanya😢😢,0
2024-10-12T12:25:46Z,@Ojan_Sasa,Kangen kamu,0
2024-10-12T12:23:24Z,@ArdianSyah-mq4qr,Mohom maaf. Kayaknya witan terlalu semangat jadi blunder buat kita. Tapigak masalah masih banyak kesempatan. Semangat indonesia,0
2024-10-12T12:22:26Z,@RyanFalss-n9s,kita teror bahrain di jakarta nanti🔥🇮🇩,0
2024-10-12T12:22:00Z,@muhshidinoppo4700,Botak kok jadi ngaco bagt sieh kami sangat kecwwa😢😢,0
2024-10-12T12:21:35Z,@PutraPrasetio-g5l,Wasit2,0
2024-10-12T12:20:15Z,@jonathanpurba2374,Rumpun arab majikan indog,0
2024-10-12T12:15:34Z,@AryaWaskitaTriharyanto,Menit 97:45 seharusnya wasit sudah bisa meniup peluit panjang!!!! Bangke!!!!,0
2024-10-12T12:14:03Z,@YogaPrasetyo-z3i,Wasit kemplu,0
2024-10-12T12:08:17Z,@Alfinofreefere,Wasit jan cc o,0
2024-10-12T12:08:04Z,@OppoA1k-r6t,Saya heran.katanya orng arab itu semua nya yg selalu bertawakal.tapi ko curang y.sya jdi geregetan.kesel sama wasit.emng kmu d suap berapa si wasit botak.lh saya doa kn semoga kmu tdk akn pernah jdi wasit lgi.allah itu mha tau tentang kecurangn mu.sbr y tim nas Indonesia walau pun kalian tdk mmbls perlakuan tim Bahrain.tapi insya Allah pasti suatu saat akan ada balasan nya . pokoknya kalian hrs bersatu dan semangat untuk melawan tim&quot; yg lain.aku sebagai warga negara Indonesia selalu mendukung kalian 😢aku bangga menjadi orang Indonesia ❤❤❤❤,0
2024-10-12T12:06:59Z,@rozalisali7355,Wasit nya bukan manusia,0
2024-10-12T12:04:55Z,@mfatich7153,FIFA Dan FAR dimana,0
2024-10-12T12:03:22Z,@vascovasco1,Tunggu di GBK ya Bahrain anj 😁,0
2024-10-12T12:01:38Z,@rosminimini-yz9yv,Apa lah 90+6=99,0
2024-10-12T12:00:06Z,@sumartonotono1059,Kuliti saja Bahrain nanti pas datang ke Indonesia...,0
2024-10-12T11:59:29Z,@mfatich7153,"Wasitnya lebih memihak Bahrain, jelas kena suap tu wasit, FIFA harus jeli mengusut kasus wasit tersebut, perpanjangan waktu udah habis kok diteruskan, Lena suap tu wasit",0
2024-10-12T11:59:06Z,@azmiindraismawan7661,BAHRAIN = MAFIA,0
2024-10-12T11:57:04Z,@matahati5112,Sangat memalu kn wasit nya.,0
2024-10-12T11:56:11Z,@samsudinjii3456,"jelas&quot; waktunya udah habis. waktu di serang oleh witan, waktu bola d buang k pinggir lapangan.. tapi tak kunjung juga pluit d tiup, itupun golnya d menit akhir tdk d lakukan var sebelum memastikan gol masuk, seperti gol&quot; sebelumnya. menurutku, benar&quot; parah pelanggaran wasit ini...",0
2024-10-12T11:55:26Z,@RadityaPhasya666,BAHRAIN DOG,0
2024-10-12T11:54:29Z,@BilkerbutarButarbutar,"Setelah penambahan waktu (96,43 mnt)ada 3 x bola mati yg seharusnya wasit sudah berhentikan pertandingan",0
2024-10-12T11:54:20Z,@juli24VR-46,Gua mata sngup bilah korek di waktu lihat tyangan ini. Jaga kawah 😂. Mau gembira eh ?????,0
2024-10-12T11:54:06Z,@jambukristal3442,mantap bahrain...❤❤❤❤,2
2024-10-12T11:52:50Z,@yamahindah2526,Gila😅,0
2024-10-12T11:51:33Z,@VIDIO_RENDEM_2023,wasitnya kaya wasit tukang parkir motor harus nungu uwangnya banyak dulu baru peripit,0
2024-10-12T11:51:26Z,@fatihbaros9725,Negara🇧🇭menjadi hina dimata dunia<br>Berkat satu orang<br>Ya satu orang dia adalah wasih,0
2024-10-12T11:51:14Z,@RadityaPhasya666,wasit kon,0
2024-10-12T11:49:26Z,@farisanggaraputra5,Bahrai mancuuk,0
2024-10-12T11:48:35Z,@iqbalnoors,"Suporter Garuda di China tolong buat spanduk besar yg isinya : DON&#39;T TRUST ARAB REFEREES, THEY ARE CORRUPT PEOPLE<br><br>Biar rasa malunya di sorot dunia",0
2024-10-12T11:47:13Z,@vitadwi8051,"😂😂,",0
2024-10-12T11:40:38Z,@NovyRiyanti-p2o,Wasit licik,0
2024-10-12T11:40:32Z,@PAPATOYO_,Wasit gg,0
2024-10-12T11:40:27Z,@MekiPrw,Garuda❤,0
2024-10-12T11:38:04Z,@miftahudinshaf8848,Kita balas aja nnti pas Bahrain tandang ke Indonesia jangan dibuat nyaman kasih pelajaran dia,0
2024-10-12T11:37:39Z,@noviasuryarahmawati6070,BAHRAIN THIEF!,0
2024-10-12T11:36:34Z,@NurHasanah-er8mg,Oy wasit dajjal,0
2024-10-12T11:34:54Z,@thelom465,Luweh nemen teko IDO.... 🤣🤣 oleh udenge tok conk janconk🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 cumak beda cara melakukan dosa..... Janconk conk🤣🤣 janconk conk🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
2024-10-12T11:33:31Z,@AzizLeoAveiro,Tambahan  waktu nya berapa sit?,0
2024-10-12T11:32:14Z,@bambankcod,Secara permainan Indonesia sudah jauh lebih baik dri tahun2 sebelum nya.<br>Namun blm memiliki mental juara dan masih mudah di provokasi 🙏<br>Semangat terus Indonesia ku 💪👍,0
2024-10-12T11:32:03Z,@salmanlutfi7988,Afc mafia,0
2024-10-12T11:31:09Z,@MuhamadSidik-rd7si,Semangat terus ❤,0
2024-10-12T11:30:58Z,@andiburhan7861,Wasit asuuu,0
2024-10-12T11:30:42Z,@MhmmdnaufalAlkhairi,aduh botak botak 😂😂😂aneh emang pepguardiola,0
2024-10-12T11:28:03Z,@MulanKwok299,"wasit timteng itu, ibarat penguji mental, kalau baru di kelas asia saja sudah nangis, apalagi kelas pildun, yg pasti lbh parah, makannya harus siap mental, dan improve skill di setiap pemain, karena sepakbola itu keras dan banyak mafia nya",2
2024-10-12T11:25:22Z,@MardionoBangkal,Saitama stadion. Jepang,0
2024-10-12T11:18:09Z,@solatinalayyubi9193,"Extra time cuma 6 menit, niup peluitnya mpe menit ke 100 wkwk kntl",0
2024-10-12T11:16:50Z,@tindeva3282,Pdhal bola kluar di menit 97 itu normal nya udah peluit panjang tpy ap...permainan masih trus berjalan..dan aneh nya bahrain ketika udah masukin wasih niup peluit panjang ini udah GK bener...,0
2024-10-12T11:16:01Z,@Sulaeman3393,"Masih belum iklas saya, timnas kita kehilangan 2 poin gara2 si wasit botak",0
2024-10-12T11:15:09Z,@KING_FAEYZA,wasit gk asik harusnya indo menang,0
2024-10-12T11:12:34Z,@dindangbaru1162,Semuanya Bisa Lihat Pemain Kita Di Langgar Saat Mau Mencetak Goll Di Menit 97.46 Tapi Wasit Tetap Melanjutkan Permainan Harus Nya Pelanggaran,0
2024-10-12T11:12:01Z,@Lukman-k7j,Wasit sogokan dan wasit licik,0
2024-10-12T11:11:49Z,@YanSupi222,Asli curang wasit masa tambahan waktu 6 menit malah jadi 8 menit lebih,0
2024-10-12T11:10:04Z,@ginzlim7762,"Fcking Arabian,..",1
2024-10-12T11:07:45Z,@indrajir2838,Lebih sakit dari pada sakit hati <br><br><br>Lamongan 10-10-2024,0
2024-10-12T11:07:15Z,@brammuhaimin9967,"Babak 1 aja sampai 54 menit hahs, emng aneh ni wasit",0
2024-10-12T11:05:06Z,@saliuntv0409,RAJA ARAB GAK BOLEH KECEWA... UANG JADI SOLUSINYA..,0
2024-10-12T11:04:52Z,@ADLANDERS,Seharusnya wasit meniup pluit setelah bola yang di bawa witan balik lg ke tengah. Disitulah momen wasit harus meniup pluit.,0
2024-10-12T11:08:55Z,@ADLANDERS,Tapi sayang nya momen itu di biarkan oleh wasit.  Wasit membiarkan Bahrain menyerang kembali di waktu yang sudah lewat 1 menit lebih. Kesalahan wasit ini membuat Indonesia rugi. Sangat sangat merugikan karna waktu satu menit itu berbuah gol tambahan untuk Bahrain.,0
2024-10-12T11:01:02Z,@rezatiberias296,Cuman  bisa ngmng.wasis kparatt,0
2024-10-12T10:58:47Z,@desyputrihartami4547,Bhrain anj,0
2024-10-12T10:57:38Z,@ffffggdtjtyj2200,Menit terahir bahrin gak gol<br>Ofset .wasit bosok!,0
2024-10-12T10:57:02Z,@chandrasheehan,"wasit, ternyata S nya setan 🗿",0
2024-10-12T10:48:24Z,@afunfun5981,Wasit terbaik FIFA 🤣,0
2024-10-12T10:47:52Z,@YuyunYuyun-o1s,itu waktunya ditambah😂😂,0
2024-10-12T10:46:55Z,@RifalNadila,Pertandingan paling bangs*t …. Kandang anj*g,1
2024-10-12T10:46:37Z,@familychannelym3195,"Malik resaldi debut pertama di timnas kontribusinya digol pertama ragnar sangat diapresiasi,",1
2024-10-12T10:45:09Z,@NurHasanah-z4y,Mantap,0
2024-10-12T10:42:00Z,@gedeariana6508,Bahrain seperti pemain amatir.,0
2024-10-12T10:41:17Z,@mikhawie4948,Jay Idzes membuang bola. Di menit 98:00 harusnya udah selesai..dan Indonesia menang 2 : 1 atas Bahrain ... wasit Koplak jancukk,1
2024-10-12T10:41:04Z,@RyanRoker,"Lw takuik kalian kalah e.jan j main <a href=""https://www.youtube.com/watch?v=h2Rs6u41nIg&amp;t=1259"">20:59</a>  kalian.tambah 6.lewat minik kalian taruih j.lai wasit ang indak",0
2024-10-12T10:40:26Z,@BapakAnto-ol3lh,Bahrain trlalu bnyk exting,0
2024-10-12T10:39:52Z,@anwarabu8101,Bahrain+wasit(ahmed al kahf)=ZIONIS SEPAKBOLA.,0
2024-10-13T05:04:12Z,@MIGHUELBOMM,BACOT TAKIYAH,0
2024-10-12T10:39:42Z,@andiranicchannel6196,"Bahrain mencoreng muka sendiri, ingin menang dg menghalalkan segala cara, memalukan.. !!",0
2024-10-12T10:38:53Z,@chikochanel6782,Wasit laknat......90+6 =99😮😮😮,0
2024-10-12T10:38:20Z,@aidil_akbar1655,Amat bawa sial,0
2024-10-12T10:38:09Z,@adiosamigos6687,Knp tdk diprotes saat itu juga klo waktu sdh terlewat,0
2024-10-12T10:38:07Z,@AakPepen-h1t,"Melihat ttpn matanya wasit.  mirip dengn raja fir,aun 🤦‍♂️",0
2024-10-12T10:37:40Z,@masholayarmasholayar5340,Refree...?? Dog,0
2024-10-12T10:37:02Z,@Mash811-wu7vm,Wasit laknatullah,0
2024-10-12T10:36:50Z,@Fredypalink,"Mantap yang penting imbang,",0
2024-10-12T10:30:40Z,@armanbola1429,"Bahrain,, curang tingkat dunia,,,😮😮😮☝️☝️",0
2024-10-12T10:30:31Z,@aleshaskyzhaeya,"en mi opinión, los jugadores de Bahrein son realmente dramáticos, solo marcan un gol, Bahrein ya está dando vueltas, perdiendo el tiempo, IUW",9
2024-10-12T10:22:53Z,@mowzaa..miaw2,semoga wasit nya cepet cepet ketemu allah yak🤗,0
2024-10-12T10:22:12Z,@G0ld3nRati0-q33,"Same pig, similar flag 🇧🇭🇶🇦",0
2024-10-12T10:21:44Z,@hendriregged6113,"Wasit kek jenglot,gw tandain palanya",0
2024-10-12T10:21:43Z,@rahardza,Full higlight Sepakbola timnas yang jarang ditayangkan oleh INDOSIAR. dan mendapat banyak tontonan dari netizen +62 .. yg terbukti #1 di TRENDING,0
2024-10-12T10:21:13Z,@GeekKocak,klo lawan nya palestina bukan bahrain dan terjadi hal yg serupa<br>netizen indonesia respon nya bakalan sama gk ya ?<br><br>secara kan bahrain dan palestina &quot; sama &quot;,0
2024-10-12T10:20:08Z,@Dedi_YF,"Jepang vs Arab,,97 Menit full time.. Habis,,karna tambahan waktu hanya 7 menit...<br>Sedangkan Indonesia vs Bahrain,, tambahan waktu hanya 6 menit,,full time habisny 100 menit...<br>Dan kalo Indonesia NgeGollin itu cek Varnya lama banget,,Sedangkan Bahrain,,Cek Var pun tak ada sama sekali...<br>Parah ini... ini Parah...",0
2024-10-12T10:19:55Z,@johanessambuaga,ternyata dalam sepak bola lawannya bukan cuma pemain tapi juga Wasit amplop,0
2024-10-12T10:19:27Z,@DwiPurwani-j4r,🎉😮😂😅😢,0
2024-10-12T10:18:34Z,@Bocahkolot7009,WASIT NYA MUSUH ULAMAK NUSANTARA...HABIB 😂😂😂,0
2024-10-12T10:14:46Z,@AdiSuseno-n2d,Apakah tdk ada forum sidang pengadilan di FIFA?,0
2024-10-12T10:20:29Z,@DwiPurwani-j4r,Road To 28💪🍱🙏🤲👍😮😢,0
2024-10-12T10:12:30Z,@Saputra-ms5hl,Pertandingan timnas vs Bahrain gk usah diulang tp bahrain hrs dikurangi dan timnas dinyatakan menang,0
2024-10-12T10:10:38Z,@DanangCw-e2z,"Orang tanah arab,ga di negaranya ga di negara orang lain.gol tanah haram.",0
2024-10-12T10:10:24Z,@Intercontinental_Statistics,Witan gagal killed the game,0
2024-10-12T10:05:55Z,@yantiusniamar4463,Mantap rafael 👍👍💗💗💕💕💞💞😍😍😱,1
2024-10-12T10:03:29Z,@RedmiMi-x8k,Sakit tapi ga berdarah,1
2024-10-12T09:58:36Z,@ArefAdityaSetiawandi,Jumat ❤,0
2024-10-12T09:57:09Z,@banguzay1701,Mau jadi apa bahrain tanpa uang<br>Mau jadi apa baharain tanpa wasit<br>Apa kata dunia pildun tanpa king indo,1
2024-10-12T09:54:53Z,@abdul-hz5st4uv5j,Org bjubah ternyata bgini,1
2024-10-12T09:53:27Z,@abidlinoitasincano90abi62,"Fifa tunjukin peranmu jika ada wasit kayak gini tolong berhentikan langsung, biar tidak ada lg wasit wasit gitu lagi.",0
2024-10-12T09:52:10Z,@indraclandestine4348,AFC Arabian Football  Comedy,3
2024-10-12T09:50:56Z,@abidlinoitasincano90abi62,Wasitnya harus di blacklist,0
2024-10-12T09:49:05Z,@zwawza667,BUAT BAHRAIN...<br>KITA TUNGGU KALIAN DI GBK !!!<br>jngn harap kalian bisa istirahat dg tenang ketika tiba di jakarta !!!<br><br># AFC MAFIA BOLA<br># BAHRAIN GA PUNYA MALU<br># AHMED AL KAF GA PUNYA MALU &amp; GA PUNYA OTAK !!!,0
2024-10-12T09:48:42Z,@fazrulchannel5863,Guling² FC vs indonesia,1
2024-10-12T09:47:52Z,@BocahNakal-dl1xd,Semoga Allah memberikan azab ke bahrin,1
2024-10-12T09:47:03Z,@BocahNakal-dl1xd,Fifa rusak,0
2024-10-12T09:38:27Z,@Rusa-x7k,"Menang dgn cara memalukan,, apa yg di banggakan.. <br>Pokoknya salut lah dengan timnas Indonesia.. Bravo Indonesiaku...",12
2024-10-18T03:02:42Z,@afdholhanif1708,gada yg menang bg,0
2024-10-12T09:38:01Z,@AhmadMustaqim-ns7im,Yg Nonton pertandingan ini kasih jempolnya ?,0
2024-10-12T09:34:44Z,@Weldinginlove,Memalukan timur tengah . .,0
2024-10-12T09:34:09Z,@PP-lz4fu,Jelas ini wasit gila... semoga kena azab,0
2024-10-12T09:33:47Z,@Erick_petrickaputra,Menit 97.39 itu kiper udah agak maju langsung shot kmungkinan jadi gol ke 3 ya😁,0
2024-10-12T09:33:23Z,@RasiaApriyanti-ii6he,Negara arap SEPERTI BAHRAIN AFC TIDAK INGIN INDONESIA LOLOS PIALA DUNIA,0
2024-10-12T09:26:50Z,@arinoviansyah6888,Indonesia mulai di takuti di kancah internasional,1
2024-10-12T09:24:43Z,@AfifChoi,Ini efek Darii goat marselinooo,0
2024-10-12T09:24:42Z,@irsaltanjung7882,Ooo begini cara nya arab ngak bakal masuk PD. paling cuma 1 itupun karena curang dan gampamg banget jatuhnya tu orang arab. Dasar peloy😂😂😂😂😂,0
2024-10-12T09:22:55Z,@SyamsulMaarif-w3x,Coba sebelum bertanding  wasit yang mau memimpin di lihat backgroundnya dulu. Mending pakai wasit eropa biar bisa netral,0
2024-10-12T09:22:47Z,@snackdragon1457,"Yg heras gua , dengan pede nya pssi nya bahrain post hasil pertandingan gol kedua dimenit 90+6🗿, padahal jelas &quot; gol dimenit 90+9😂, sepupunya qatar nih,udah bendera sama, sifat pun sama🤣🤣.",0
2024-10-12T09:22:24Z,@irsaltanjung7882,Makan tu duit haram sit,0
2024-10-12T09:21:23Z,@CiciCuex-eo4bh,3 kali pertandingan cuma parkir bus natularasi perrt,0
2024-10-12T09:18:57Z,@Juliusrobert6,Wasit weduzzzzzz,0
2024-10-12T09:14:29Z,@GhufronArrosyid,"Sitik² pritt sitik² pritt, sak jane wasit e kii njaluk e opo tooo",0
2024-10-12T09:13:04Z,@edoputra4894,"Sedikit dorongann, mereka pasti akan beguling guling..",0
2024-10-12T09:12:57Z,@IndahKurniawati-tx1dr,"Assalamu&#39;allaikum, Yang Terhormat Bapak Erick Thohir, mohon Tim Nas Indonesia dibantu semaksimal mungkin karena sudah di dholimi wasit, Tim Nas Indonesia layak menang.",0
2024-10-12T09:07:04Z,@fahrulradzy4754,Apa yg mereka banggakan..hasil dari sebuah kecurangan,0
2024-10-12T09:06:22Z,@IDRUSSTV,Wasit lol,0
2024-10-12T09:01:44Z,@zah1385,Dasar bahrain curang,0
2024-10-12T09:01:13Z,@sulinoval,Wased gala,0
2024-10-12T08:56:13Z,@xohanzz,"90+6=99 🤔,  <br>Aku harap PSSI MENGAJUKAN PROTES KERAS pada AFC/ FIFA,  <br>atas ketidak adilnya wasit AHMED AL KAF wasit DZOLIM  yg SANGAT TERLIHAT JELAS TIDAK ADIL.",0
2024-10-12T08:55:50Z,@Itel123-r2k,"Kalo main sama arab,jangan pake wasit arab dan turunannya 😅",0
2024-10-12T08:54:00Z,@alexsaputra-p1n,Bikin pemain bahrain frustasi di indonesia buat mereka tidak nyaman biar tau mereka siapa indonesia itu,0
2024-10-12T08:48:56Z,@WirfandiSaputrakartono-e5z,Wasit asuuuuuuuuuuu,0
2024-10-12T08:47:11Z,@JoniYudha-m6k,Sedih rasa nya liet timnas di rampok,0
2024-10-12T08:44:43Z,@budihartono1540,"Dunia bs melihat mana kesportifan olahraga bs disuguhkan dan sekali lagi duit bs membeli harga diri seseorang, badan sepakbola hrs diisi dgn org jujur, dan berdiri tegak  dgn kenyataan dilapangan....tp ini sungguh memalukan, dan tak selamanya org bersorban itu hatinya baik....semangat Garuda proud of You always",0
2024-10-12T08:40:26Z,@antonsetiawidi8934,"Alhamdulillah, dapat 3 point, tetap bersyukur, next nya kita menang dapat point 3! inshaAllah 🙂",0
2024-10-12T08:40:26Z,@RahmanAbdul-g1w,Ud semuany pemain luar msih kurang jg,0
2024-10-12T08:39:13Z,@Ongky_99,Ternyata orang arab itu gak selalu baik,0
2024-10-12T08:27:59Z,@abdoy631,Wasit anjeeeeeeeeeeeeeeeeeeeee,0
2024-10-12T08:25:07Z,@bgputra9675,Witan marselino jangan dimainin ganti pattynama atw asnawi,0
2024-10-12T08:24:41Z,@alfasasuwuk,Itulah jika pertandingan dimainkan di kandang lawan 😌,0
2024-10-12T08:24:11Z,@LigungLigung-jb6rf,"Tapi tetep Indonesia yg menang ko, diputuskan oleh Presiden ffc Indonesia menang,",1
2024-10-12T08:23:10Z,@hennyindrawati3918,Matematika orang jahiliah <br>90+6=99,0
2024-10-12T08:22:56Z,@LigungLigung-jb6rf,"Hebat jare dewekna mah washit bahren di suap satu em, buat rampok kemenangan timnas Indonesia,",1
2024-10-12T08:21:55Z,@bobycuexcuex4305,Saya berharap itu wasit akan mendapatkan hazab dari Allah SWT.karna mencurangi Indonesia 🤲,0
2024-10-12T08:21:20Z,@LigungLigung-jb6rf,Gol bhahren haram jadah,1
2024-10-12T08:20:51Z,@LigungLigung-jb6rf,Bhahren tau kucing wasit edan setress,1
2024-10-12T08:20:45Z,@totoiswantototoiswanto4148,CUMAN Segini nih harga AFC <br>MURAHHHH,0
2024-10-12T08:20:12Z,@ariestha4233,AFC ASIAN CRIMINAL FOOTBALL,0
2024-10-12T08:14:20Z,@hardikadika5039,Aku pecinta timnas Indonesia masih belum ikhlas saat kejadian ini😮😢😢sangat geram.kalo teringat 90+6=99,0
2024-10-12T08:13:50Z,@ziugarednam-dx3bk,Dulu qatar qotor sekarang bahrain bahlul,0
2024-10-12T08:11:48Z,@Faurelhablaen,Ayo gaes kita santet wasit nya,0
2024-10-12T08:08:18Z,@fikafika1679,Om om om wesit Oman njalok di apano wesit Oman njalok di guyang lenggo jlantak Ben koyok munyuk  hutan,0
2024-10-12T08:05:04Z,@azlioppo6681,FIFA CUMAN MEMANFAATKAN PAK ERICK THOHIR CAMKAN ITU,0
2024-10-12T08:05:00Z,@AbyBule,"Ini wasit nya pantas mendapatkan penghargaan dari Viva, dan sangat pantas untuk memimpin piala dunia nantik",0
2024-10-12T08:04:34Z,@azlioppo6681,FIFA MAFIA,0
